record_num,id,precursor,decision,reason,source,title,authors,year,journal,doi,pmid,link,exclusion_reason,pdf_file,fulltext_note
400,CN-01992471,NR,UNCERTAIN,Not an RCT; No placebo arm,title/abstract,Nicotinamide Riboside as an Enhancer of Exercise Therapy in Hypertensive Older Adults (The NEET Trial),"NCT04112043,",2019,https://clinicaltrials.gov/ct2/show/NCT04112043,,01992471,https://clinicaltrials.gov/study/NCT04112043,"NEET Trial protocol only (NCT04112043), no results published yet",Prot_SAP_000.pdf,"NEET Trial protocol only (NCT04112043), no results published yet"
64,33492681,NR,UNCERTAIN,Not an RCT; No placebo arm; No relevant metabolic outcomes,screening,Nicotinamide riboside supplementation does not alter whole-body or skeletal  muscle metabolic responses to a single bout of endurance exercise.,Stocks B; Ashcroft SP; Joanisse S...,2021,The Journal of physiology,10.1113/JP280825,33492681,https://doi.org/10.1113/JP280825,"Stocks 2021 - Sub-study of NR RCT, single bout exercise response, not standalone metabolic outcome trial",Nicotinamide riboside supplementation does not alter whole‐body or skeletal muscle metabolic responses to a single bout of endurance exercise.pdf,"Stocks 2021 - Sub-study of NR RCT, single bout exercise response, not standalone metabolic outcome trial"
189,CN-02507251,NR,UNCERTAIN,Not an RCT; No placebo arm,abstract screen,Treatment With Nicotinamide Riboside Alters Systemic Mitochondrial Metabolism Without Impacting Exercise Capacity in Patients With CKD,"Ahmadi, A; Begue, G; Valencia, AP...",2022,Journal of the American Society of Nephrology: JASN,,02507251,https://pubmed.ncbi.nlm.nih.gov/02507251,"Ahmadi 2022 - Conference poster/abstract only (2 pages), not a full study report",treatment_with_nicotinamide_riboside_alters.3046.pdf,"Ahmadi 2022 - Conference poster/abstract only (2 pages), not a full study report"
126,CN-01575066,NMN,UNCERTAIN,Not an RCT; No placebo arm; No relevant metabolic outcomes,title/abstract,"Effect of ""Nicotinamide Mononucleotide"" (NMN) on Cardiometabolic Function","NCT03151239,",2017,https://clinicaltrials.gov/show/NCT03151239,,01575066,https://clinicaltrials.gov/study/NCT03151239,User excluded - did not download (not fit upon manual inspection),,
185,CN-01901955,NMN,UNCERTAIN,Not an RCT; No placebo arm,abstract,Assessment of the safety of long-term nicotinamide mononucleotide (NMN) in healthy subjects; phase II study. The clinical trial to evaluate metabolic-syndrome-related parameters to develop NMN as Foods with Function Claims,"UMIN000030609,",2017,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-UMIN000030609,,01901955,https://center6.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000030609,User excluded - did not download (not fit upon manual inspection),,
192,CN-02544612,NMN,UNCERTAIN,no metabolic outcome,screening,Effects of supplementation of ß-nicotinamide mononucleotide (NMN) on patients with non-alcoholic fatty liver (NAFLD),"ChiCTR2200057302,",2022,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2200057302,,02544612,https://www.chictr.org.cn/showproj.html?proj=2200057302,User excluded - did not download (not fit upon manual inspection),,
434,CN-02408801,NMN,UNCERTAIN,no metabolic outcome; no human markers,title/abstract,"A Randomized, Double Blind, Placebo-Controlled Study to Evaluate the Effect of Nicotinamide Mononucleotide (NMN) As an Adjuvant to Standard of Care (SOC) On Fatigue Associated with COVID-19 Infection","CTRI/2022/02/040399,",2022,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2022/02/040399,,02408801,https://ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=CTRI/2022/02/040399,User excluded - did not download (not fit upon manual inspection),,
467,CN-02558395,NMN,UNCERTAIN,no metabolic outcome,title/abstract,Parallel-group comparative study to evaluate the effect of high-dose nicotinamide mononucleotide (NMN) on aging,"JPRN-jRCTs031220373,",2022,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-jRCTs031220373,,02558395,https://jrct.niph.go.jp/latest-detail/jRCTs031220373,User excluded - did not download (not fit upon manual inspection),,
477,CN-02527085,NMN,UNCERTAIN,no metabolic outcome,screening,"Impact of nicotinamide mononucleotide (NMN) for older diabetic patients with impaired physical performance: a prospective, placebo-controlled, doubleblind study","Akasaka, H; Nakagami, H; Sugimoto, K...",2022,European geriatric medicine,10.1007/s41999-022-00711-8,02527085,https://doi.org/10.1007/s41999-022-00711-8,User excluded - did not download (not fit upon manual inspection),,
476,CN-02748260,NMN,UNCERTAIN,Not an RCT,screening,An exploratory clinical trial on the effects of nicotinamide mononucleotide (NMN) intake and exercise on skeletal muscle mass and function in older adults,"JPRN-UMIN000054187,",2024,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-UMIN000054187,,02748260,https://center6.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000054187,User excluded - did not download (not fit upon manual inspection),,
170,CN-01568175,NR,UNCERTAIN,Not an RCT,screening,Effects of Nicotinamide Riboside on Metabolism and Vascular Function,"NCT03501433,",2018,https://clinicaltrials.gov/show/NCT03501433,,01568175,https://clinicaltrials.gov/study/NCT03501433,User excluded - did not download (not fit upon manual inspection),,
266,CN-01660920,NR,UNCERTAIN,Not an RCT; No placebo arm,title/abstract,Trial of Nicotinamide Riboside and Co-enzyme Q10 in Chronic Kidney Disease,"NCT03579693,",2018,https://clinicaltrials.gov/show/NCT03579693,,01660920,https://clinicaltrials.gov/study/NCT03579693,User excluded - did not download (not fit upon manual inspection),,
69,31710095,NR,UNCERTAIN,Not an RCT; No placebo arm; No relevant metabolic outcomes,screening,"Nicotinamide riboside does not alter mitochondrial respiration, content or  morphology in skeletal muscle from obese and insulin-resistant men.",Dollerup OL; Chubanava S; Agerholm M...,2020,The Journal of physiology,10.1113/JP278752,31710095,https://doi.org/10.1113/JP278752,User excluded - did not download (not fit upon manual inspection),,
98,CN-02209823,NR,UNCERTAIN,Not an RCT; No placebo arm,screening,Impacts of Nicotinamide Riboside on Functional Capacity and Muscle Physiology in Older Veterans,"NCT04691986,",2020,https://clinicaltrials.gov/ct2/show/NCT04691986,,02209823,https://clinicaltrials.gov/study/NCT04691986,User excluded - did not download (not fit upon manual inspection),,
353,CN-02307420,NR,UNCERTAIN,Not an RCT; No placebo arm,title/abstract,The Effect of Exercise and Nicotinamide Riboside Muscle Health and Insulin Resistance in Survivors of Childhood Cancer,"NCT05023993,",2021,https://clinicaltrials.gov/study/NCT05023993,,02307420,https://clinicaltrials.gov/study/NCT05023993,User excluded - did not download (not fit upon manual inspection),,
