record_num,pmid,title,year,include?,notes
901,24229797,Thermoregulation of nutrient-restricted hair ewes subjected to heat stress during late pregnancy.,2013,N,
902,24215406,Certolizumab pegol in axial spondyloarthritis.,2013,N,
903,23098130,The value of pancreatic stone protein in predicting acute appendicitis in patients presenting at the emergency department with abdominal pain.,2012,N,wrong population
904,23082200,Longitudinal liver stiffness assessment in patients with chronic hepatitis C undergoing antiviral therapy.,2012,N,
905,22189756,High leukocyte count and interleukin-10 predict high on-treatment-platelet-reactivity in patients treated with clopidogrel.,2012,N,duplicate
906,22037787,Predictive value of neoadjuvant chemotherapy failure in breast cancer using FDG-PET after the first course.,2012,N,no placebo
907,21330422,25-Hydroxyvitamin D is associated with plasma renin activity and the pressor response to dietary sodium intake in Caucasians.,2011,N,
908,22069723,"4-Pyridone-3-carboxamide-1-beta-D-ribonucleoside triphosphate (4PyTP), a novel NAD metabolite accumulating in erythrocytes of uremic children: a biomarker for a toxic NAD analogue in other tissues?.",2011,N,protocol only
909,21298414,Leucocytes are a major source of circulating nicotinamide phosphoribosyltransferase (NAMPT)/pre-B cell colony (PBEF)/visfatin linking obesity and inflammation in humans.,2011,N,
910,Comment in (CIN),Impact of pressure profile and duration of recruitment maneuvers on morphofunctional and biochemical variables in experimental lung injury.,2011,N,poster abstract only
911,21036453,Histone deacetylase inhibitors prevent apoptosis following lethal hemorrhagic shock in rodent kidney cells.,2011,N,
912,19687399,Photodynamic therapy for head and neck dysplasia and cancer.,2009,N,no placebo
913,19255746,Depression-like deficits in rats improved by subchronic modafinil.,2009,N,duplicate
914,18761738,"s-ICAM-1 and s-VCAM-1 in healthy men are strongly associated with traits of the metabolic syndrome, becoming evident in the postprandial response to a lipid-rich meal.",2008,N,NAM not NMN
915,18528730,Isolated limb infusion for in-transit malignant melanoma of the extremity: a well-tolerated but less effective alternative to hyperthermic isolated limb perfusion.,2008,N,commentary
916,17003382,Early FDG-PET assessment in combination with clinical risk scores determines prognosis in recurring lymphoma.,2007,N,case report
917,16456436,Hepatic and pulmonary apoptosis after hemorrhagic shock in swine can be reduced through modifications of conventional Ringer's solution.,2006,N,
918,16183825,Maternal nutrient restriction reduces carotid artery constriction without increasing nitric oxide synthesis in the late gestation rat fetus.,2005,N,
919,12587002,Suppression of insulin secretion is associated with weight loss and altered macronutrient intake and preference in a subset of obese adults.,2003,N,
920,11574774,Evaluation of a standardized protocol of intracavitary recombinant interferon alpha-2b in the palliative treatment of malignant peritoneal effusions. A prospective pilot study.,2001,N,in vitro
921,10784063,Chitosan-polyvinyl pyrrolidone hydrogels as candidate for islet immunoisolation: in vitro biocompatibility evaluation.,2000,N,
922,9755250,"Effect of interferon therapy on hepatitis C virus RNA in whole blood, plasma, and peripheral blood mononuclear cells.",1998,N,
923,8993171,Effects of methylprednisolone pulse therapy on insulin injections in patients with insulin-dependent diabetes mellitus.,1996,N,
924,8732698,Natural immune reactivity-associated therapeutic response in patients with metastatic renal cell carcinoma receiving tumor-infiltrating lymphocytes and interleukin-2-based therapy.,1996,N,protocol only
925,8656477,Uncontrolled hemorrhage from parenchymal injury: is resuscitation helpful?.,1996,N,
926,8643875,[Factors predicting the response to alpha-interferon therapy in patients with chronic hepatitis C].,1996,N,
927,7847297,High dose interferon alpha-2b therapy for chronic hepatitis C: an open label study of the response and predictors of response.,1995,N,case report
928,7760511,The use of the handgrip maneuver to identify left ventricular diastolic function abnormalities by Doppler echocardiography in patients with coronary artery disease.,1995,N,
929,7636534,Adoptive immunotherapy with tumor-infiltrating lymphocytes and interleukin-2 in patients with metastatic malignant melanoma and renal cell carcinoma: a pilot study.,1995,N,review article
930,8166050,Effects of trandolapril on the sympathetic tone and reactivity in systemic hypertension.,1994,N,
931,1725541,Chronic effects of diltiazem on the hemodynamic and sympathoadrenal tone in responsive and nonresponsive hypertensive patients at rest and during isometric exercise.,1991,N,
932,1683186,Single administration of captopril and combined use with beta-blocker and/or thiazide diuretic in the treatment of essential hypertension.,1991,N,
933,Comment in (CIN),Treatment of corticosteroid resistant acute graft-versus-host disease by in vivo administration of anti-interleukin-2 receptor monoclonal antibody (B-B10).,1990,N,
935,WOS:001352988500001,Effects of Nicotinamide Mononucleotide on Glucose and Lipid Metabolism in Adults: A Systematic Review and Meta-analysis of Randomised Controlled Trials,2024,N,
937,WOS:001281644800065,Novel insight into nicotinamide adenine dinucleotide and related metabolites in cancer patients undergoing surgery,2024,N,might be NR - recheck abstract
942,WOS:001542404300001,Nicotinamide Mononucleotide Alleviates Aging Defects in Hutchinson-Gilford Progeria Syndrome,2025,N,wrong population
945,WOS:000467640700022,Underpowered or negative? A crucial distinction,2019,N,
947,WOS:001352298500001,NAD+ enhancers as therapeutic agents in the cardiorenal axis,2024,N,
951,WOS:001266530200001,Nicotinamide riboside ameliorates survival time and motor dysfunction in an MPTP-Induced Parkinson's disease zebrafish model through effects on glucose metabolism and endoplasmic reticulum stress,2024,N,NAD but not NMN/NR specifically
952,WOS:000541403500003,The interplay between oxidative stress and bioenergetic failure in neuropsychiatric illnesses: can we explain it and can we treat it?,2020,N,
953,WOS:000743529200005,"Nicotinamide riboside as a neuroprotective therapy for glaucoma: study protocol for a randomized, double-blind, placebo-control trial",2022,N,
955,WOS:000314026700011,Trust Your Gut: Galvanizing Nutritional Interest in Intestinal Cholesterol Metabolism for Protection Against Cardiovascular Diseases,2013,N,no RCT
956,WOS:001155886000001,The use of a systems approach to increase NAD+ in human participants,2024,N,commentary
957,WOS:000444174100016,De novo NAD+ biosynthetic impairment in acute kidney injury in humans,2018,N,animal
958,WOS:000868176800001,A randomized placebo-controlled trial of nicotinamide riboside and pterostilbene supplementation in experimental muscle injury in elderly individuals,2022,N,in vitro
959,WOS:000830992600009,"Urolithin A improves muscle strength, exercise performance, and biomarkers of mitochondrial health in a randomized trial in middle-aged adults",2022,N,
961,WOS:000497733800002,Vitamin B3 impairs reverse cholesterol transport in Apolipoprotein E-deficient mice,2019,N,
963,WOS:001094428300001,Physical activity and neurotrophic factors as potential drivers of neuroplasticity in Parkinson's Disease: A systematic review and meta-analysis,2023,N,duplicate
964,WOS:000436403700030,Mitochondrial medicine in the omics era,2018,N,
965,WOS:000567519100001,"Inhibition of nicotinamide phosphoribosyltransferase (NAMPT) with OT-82 induces DNA damage, cell death, and suppression of tumor growth in preclinical models of Ewing sarcoma",2020,N,maybe? no placebo mentioned
968,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: A. Benito; Department of Surgery and Cancer, Imperial College London, London, United Kingdom; email: a.benito-mauricio@imperial.ac.uk; H.C. Keun; Department of Surgery and Cancer, Imperial College London, London, United Kingdom; email: h.keun@imperial.ac.uk",RAS/PI3K pathway mutations sensitise epithelial ovarian cancer cells to a PARP/NAMPT inhibitor combination,2026,N,protocol only
969,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: V. Chitra; Department of Pharmacology, SRM College of Pharmacy, Faculty of Medicine and Health Sciences, SRM Institute of Science and Technology, Chengalpattu, Kattankulathur, Tamil Nadu - 603203, India; email: chitrav@srmist.edu.in",Mechanistic basis of NMN and rapamycin in aging biology: Independent and intersecting pathways,2026,N,animal
972,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: X. Viñals Gonzalez; Preimplantation Genetics Group, Institute for Women’s Health, University College London, Bloomsbury, London, 84-86, Chenies Mews, WC1E 6HU, United Kingdom; email: xavier.gonzalez.18@ucl.ac.uk; CODEN: JARGE",NMN supplementation as a strategy to improve oocyte quality: a systematic review and transcriptomic analysis,2026,N,wrong population
973,Export Date: 03 March 2026; Cited By: 0; CODEN: COCCF,Advancing kidney care in critical illness – from pathophysiology to precision interventions,2025,N,
974,Export Date: 03 March 2026; Cited By: 0; CODEN: COCCF,"The therapeutic horizon of acute kidney injury in critical care: exploring pathology, promises, pitfalls, and progress",2025,N,
976,"Export Date: 03 March 2026; Cited By: 2; Correspondence Address: Y.-C. Huang; Suzhou Hospital of Anhui Medical University, Anhui Medical University, Suzhou, 234000, China; email: yichao.huang@ahmu.edu.cn; D.-X. Xu; Suzhou Hospital of Anhui Medical University, Anhui Medical University, Suzhou, 234000, China; email: xudex@126.com; CODEN: FRBME",The m6A modification-mediated upregulation of ETS2 translation drives arsenic-induced spermatogonial senescence,2025,N,in vitro
979,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: T.E. Ryan; Department of Applied Physiology and Kinesiology, The University of Florida, Gainesville, United States; email: ryant@ufl.edu",Nicotinamide N-methyltransferase inhibition improves limb function in experimental peripheral artery disease,2025,N,no metabolic outcomes
981,"Export Date: 03 March 2026; Cited By: 7; Correspondence Address: E.F. Fang; Department of Clinical Molecular Biology, University of Oslo and Akershus University Hospital, Lørenskog, Norway; email: e.f.fang@medisin.uio.no","Emerging strategies, applications and challenges of targeting NAD+ in the clinic",2025,N,
983,"Export Date: 03 March 2026; Cited By: 2; Correspondence Address: M. Ruiz; Research Center, Montreal Heart Institute, Montreal, Canada; email: matthieu.ruiz@umontreal.ca; CODEN: AJPPD",Sex-specific modulation of cardiac fibrosis and lipid metabolism by B-vitamins in heart failure with reduced ejection fraction in mice,2025,N,commentary
984,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: Y. Bai; Department of Geriatric Medicine, Xiangya Hospital, Central South University, Changsha, Hunan, China; email: baiyongping@csu.edu.cn",IDO1 improves postischemic neovascularization in aged mice by boosting endothelial NAD+ de novo synthesis and curbing endothelial senescence,2025,N,animal
985,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: J.-P. Chen; Department of Neurology, Changshu Hospital affiliated to Nanjing University of Chinese Medicine, Changshu, 215500, China; email: 1523515573@qq.com; C.-F. Liu; Department of Neurology and Clinical Research Center of Neurological Disease, The Second Affiliated Hospital of Soochow University, Suzhou, 215004, China; email: liuchunfeng@suda.edu.cn; CODEN: IINMB",Tan I modulates astrocyte inflammatory responses through enhanced NAD+–Sirt1 pathway: Insights from metabolomics studies,2025,N,NAM not NMN
986,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: C.-Y. Miao; Department of Pharmacology, Second Military Medical University, Naval Medical University, Shanghai, 200433, China; email: cymiao@smmu.edu.cn",Nicotinamide Mononucleotide and Nicotinamide Riboside Improve Dyslipidemia and Fatty Liver but Promote Atherosclerosis in Apolipoprotein E Knockout Mice,2025,N,maybe? no placebo mentioned
987,"Export Date: 03 March 2026; Cited By: 6; Correspondence Address: A.K. Singh; Manipal Centre for Biotherapeutics Research, Manipal Academy of Higher Education, Manipal, Karnataka, 576 104, India; email: abhishek.singh@manipal.edu; CODEN: NRSCD",Mechanisms and early efficacy data of caloric restriction and caloric restriction mimetics in neurodegenerative disease,2025,N,duplicate
988,"Export Date: 03 March 2026; Cited By: 2; Correspondence Address: R. Horvath; Department of Clinical Neurosciences, John Van Geest Centre for Brain Repair, University of Cambridge, Cambridge, Robinson Way, CB2 0PY, United Kingdom; email: rh732@medschl.cam.ac.uk; CODEN: JNRYA",Biomarkers in Ataxia-Telangiectasia: a Systematic Review,2025,N,
989,"Export Date: 03 March 2026; Cited By: 13; Correspondence Address: X. Miao; The Second Hosptial of Jilin University, Changchun, Jilin, China; email: miaoxiao@jlu.edu.cn; CODEN: ARRGA",Roles of SIRT3 in cardiovascular and neurodegenerative diseases,2025,N,
990,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: M.-L. Sun; School of Basic Medical Sciences, Nanjing Medical University, Nanjing, China; email: sunmeiling@njmu.edu.cn; Z.-H. Qin; Institute of Health Technology, Suzhou Gaobo Vocational College, Suzhou High-Technology District, Science & Technology Town, Suzhou, China; email: zhqin@gist.edu.cn",Nicotinamide Adenine Dinucleotide in Lipid Metabolism and Atherosclerosis,2025,N,
992,Export Date: 03 March 2026; Cited By: 1,Boosting NAD+ in patients with COPD reduces airway inflammation,2024,N,no placebo
994,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: A. Hekmatdoost; Department of Clinical Nutrition and Dietetics, Faculty of Nutrition and Food Technology, Shahid Beheshti University of Medical Sciences, Tehran, Iran; email: a_hekmat2000@yahoo.com","Changes in glucose metabolism, C-reactive protein, and liver enzymes following intake of NAD + precursor supplementation: a systematic review and meta‐regression analysis",2024,N,commentary
995,"Export Date: 03 March 2026; Cited By: 3; Correspondence Address: M. Sekiya; Department of Neurogenetics, Center for Development of Advanced Medicine for Dementia, National Center for Geriatrics and Gerontology, Obu, Aichi, Japan; email: mmsk@ncgg.go.jp; CODEN: NUDIE",Decreased plasma nicotinamide and altered NAD+ metabolism in glial cells surrounding Aβ plaques in a mouse model of Alzheimer's disease,2024,N,no placebo
996,"Export Date: 03 March 2026; Cited By: 9; Correspondence Address: J. Gu; College of Biological Science and Technology, University of Jinan, 250022, China; email: gujingsong222@163.com; CODEN: BBRCA",NMN synbiotics intervention modulates gut microbiota and metabolism in APP/PS1 Alzheimer's disease mouse models,2024,N,protocol only
998,"Export Date: 03 March 2026; Cited By: 8; Correspondence Address: S. Coe; Oxford Brookes Centre for Nutrition and Health (OxBCNH), Department of Sport, Health Sciences and Social Work, Faculty of Health and Life Sciences, Oxford Brookes University, Headington, Gipsy Lane Campus, Oxford, OX3 0BP, United Kingdom; email: scoe@brookes.ac.uk; CODEN: EJNUF",The effect of niacin on inflammatory markers and adipokines: a systematic review and meta-analysis of interventional studies,2024,N,commentary
999,"Export Date: 03 March 2026; Cited By: 5; Correspondence Address: D.A. Zaky; Department of Pharmacology and Toxicology, Faculty of Pharmacy, Cairo University, Cairo, Kasr El-Aini Street, 11562, Egypt; email: doaa.zaky@pharma.cu.edu.eg; CODEN: LIFSA","Niacin, an innovative protein kinase-C-dependent endoplasmic reticulum stress reticence in murine Parkinson's disease",2024,N,wrong population
1000,"Export Date: 03 March 2026; Cited By: 5; Correspondence Address: J.-O. Andressoo; Department of Pharmacology, Faculty of Medicine, University of Helsinki, Helsinki, Haartmaninkatu 8, 00014, Finland; email: Jaan-Olle.Andressoo@helsinki.fi; E. Pirinen; Research Program for Clinical and Molecular Metabolism, Faculty of Medicine, University of Helsinki, Helsinki, 00290, Finland; email: Eija.Pirinen@helsinki.fi",Nicotinamide riboside first alleviates symptoms but later downregulates dopamine metabolism in proteasome inhibition mouse model of Parkinson's disease,2024,N,
1001,"Export Date: 03 March 2026; Cited By: 33; Correspondence Address: C. Li; Academy of Chinese Medical Sciences, Zhejiang Chinese Medical University, Hangzhou, 310053, China; email: lcyzcmu@sina.com; CODEN: PYTOE",Anti-aging effects of medicinal plants and their rapid screening using the nematode Caenorhabditis elegans,2024,N,commentary
1002,"Export Date: 03 March 2026; Cited By: 6; Correspondence Address: A. Loreto; John van Geest Centre for Brain Repair, Department of Clinical Neurosciences, University of Cambridge, Cambridge, Forvie Site, Robinson Way, United Kingdom; email: andrea.loreto@sydney.edu.au; M.P. Coleman; John van Geest Centre for Brain Repair, Department of Clinical Neurosciences, University of Cambridge, Cambridge, Forvie Site, Robinson Way, United Kingdom; email: mc469@cam.ac.uk; CODEN: EYEEE",Programmed axon death: a promising target for treating retinal and optic nerve disorders,2024,N,
1003,"Export Date: 03 March 2026; Cited By: 264; Correspondence Address: J. Cummings; Chambers-Grundy Center for Transformative Neuroscience, Department of Brain Health, School of Integrated Health Sciences, University of Nevada, Las Vegas (UNLV), Las Vegas, United States; email: jcummings@cnsinnovations.com",Alzheimer's disease drug development pipeline: 2024,2024,N,protocol only
1004,"Export Date: 03 March 2026; Cited By: 2; Correspondence Address: L.S. Cox; Department of Biochemistry, University of Oxford, Oxford, United Kingdom; email: lynne.cox@bioch.ox.ac.uk; E.F. Fang; Department of Clinical Molecular Biology, University of Oslo, Akershus University Hospital, Lørenskog, Norway; email: e.f.fang@medisin.uio.no; CODEN: JGASF",Meeting Summary of The NYO3 5th NO-Age/AD Meeting and the 1st Norway–UK Joint Meeting on Aging and Dementia: Recent Progress on the Mechanisms and Interventional Strategies,2024,N,
1007,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: L.R. Pasquale; Department of Ophthalmology, Icahn School of Medicine at Mount Sinai Hospital, New York, United States; email: louis.pasquale@mssm.edu; CODEN: JOGLE",Lessons From The Glaucoma Foundation Think Tank 2023: A Patient-Centric Approach to Glaucoma,2024,N,
1008,"Export Date: 03 March 2026; Cited By: 148; Correspondence Address: L. Guarente; Department of Biology, Massachusetts Institute for Technology, Cambridge, 02139, United States; email: leng@mit.edu; G. Kroemer; Academy for Healthspan and Lifespan Research (AHLR), New York, United States; email: kroemer@orange.fr",Human trials exploring anti-aging medicines,2024,N,wrong population
1010,"Export Date: 03 March 2026; Cited By: 19; Correspondence Address: N.M. De Vries; Department of Neurology, Center of Expertise for Parkinson Movement Disorders, Radboud University Medical Center, Donders Institute for Brain, Cognition and Behavior, Nijmegen, Netherlands; email: nienke.devries@radboudumc.nl",Dietary Interventions in Parkinson's Disease,2024,N,duplicate
1011,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: R. Badalzadeh; Molecular Medicine Research Center, Tabriz University of Medical Sciences, Tabriz, Iran; email: badalzadehr@tbzmed.ac.ir",Superior Anti-arrhythmogenic Effect of Combined Conditioning with Nicotinamide Mononucleotide and Ubiquinol in Myocardial Ischemia/Reperfusion Injury in Aged Rats,2024,N,
1012,"Export Date: 03 March 2026; Cited By: 3; Correspondence Address: M. Alghamdi; Centre for Healthy Brain Ageing, School of Psychiatry, University of New South Wales, Sydney, Australia; email: mohammed.alghamdi@unsw.edu.au; CODEN: JADIF",Supplementation with NAD+ Precursors for Treating Alzheimer’s Disease: A Metabolic Approach,2024,N,
1014,"Export Date: 03 March 2026; Cited By: 205; Correspondence Address: B. Chandra; University of Iowa Roy J and Lucille A Carver College of Medicine, Iowa City, 52242, United States; email: bharatendu-chandra@uiowa.edu",Mitochondrial dysfunction in neurodegenerative disorders,2024,N,no RCT
1016,"Export Date: 03 March 2026; Cited By: 16; Correspondence Address: B. Brauwers; Department of Research and Development, Centre of Expertise for Chronic Organ Failure, Ciro, Horn, 6085 NM, Netherlands; email: bentebrauwers@ciro-horn.nl",Combined Exercise Training and Nutritional Interventions or Pharmacological Treatments to Improve Exercise Capacity and Body Composition in Chronic Obstructive Pulmonary Disease: A Narrative Review,2023,N,animal
1019,"Export Date: 03 March 2026; Cited By: 34; Correspondence Address: D.H. Craighead; Department of Integrative Physiology, University of Colorado Boulder, Boulder, United States; email: daniel.craighead@colorado.edu; CODEN: JGASF",Dietary Supplementation With NAD+-Boosting Compounds in Humans: Current Knowledge and Future Directions,2023,N,might be NR - recheck abstract
1021,"Export Date: 03 March 2026; Cited By: 165; Correspondence Address: J. Ritterhoff; Molecular and Translational Cardiology, Department of Internal Medicine III, Heidelberg University Hospital, Heidelberg, Germany; email: julia.ritterhoff@uni-heidelberg.de; R. Tian; Mitochondria and Metabolism Center, Department of Anaesthesiology and Pain Medicine, University of Washington, Seattle, United States; email: rongtian@uw.edu",Metabolic mechanisms in physiological and pathological cardiac hypertrophy: new paradigms and challenges,2023,N,in vitro
1023,"Export Date: 03 March 2026; Cited By: 24; Correspondence Address: A. Loreto; John van Geest Centre for Brain Repair, Department of Clinical Neurosciences, University of Cambridge, Cambridge, Forvie Site, Robinson Way, CB2 0PY, United Kingdom; email: al850@cam.ac.uk; CODEN: NERAD",NMN: The NAD precursor at the intersection between axon degeneration and anti-ageing therapies,2023,N,review article
1024,"Export Date: 03 March 2026; Cited By: 25; Correspondence Address: P.A. Williams; Division of Eye and Vision, Department of Clinical Neuroscience, St. Erik Eye Hospital, Karolinska Institutet, Stockholm, Sweden; email: pete.williams@ki.se",NAD salvage pathway machinery expression in normal and glaucomatous retina and optic nerve,2023,N,
1025,"Export Date: 03 March 2026; Cited By: 23; Correspondence Address: H. Wada; Division of Immunobiology, Institute for Genetic Medicine, Hokkaido University, Sapporo, Japan; email: wada@igm.hokudai.ac.jp",Tumor cell-induced macrophage senescence plays a pivotal role in tumor initiation followed by stable growth in immunocompetent condition,2023,N,no metabolic outcomes
1026,"Export Date: 03 March 2026; Cited By: 10; Correspondence Address: J. Cummings; Chambers-Grundy Center for Transformative Neuroscience, Department of Brain Health, School of Integrated Health Sciences, University of Nevada Las Vegas (UNLV), Las Vegas, United States; email: jcummings@cnsinnovations.com",Geroscience and Alzheimer’s Disease Drug Development,2023,N,
1027,"Export Date: 03 March 2026; Cited By: 27; Correspondence Address: P.K. Kim; Department of Biochemistry, University of Toronto, Toronto, Canada; email: pkim@sickkids.ca; B.M. Bakker; Department of Pediatrics, Center for Liver, Digestive and Metabolic Diseases, University of Groningen, University Medical Center Groningen, Netherlands; email: b.m.bakker01@umcg.nl; R.H.J. Bandsma; Translational Medicine, Peter Gilgan Centre for Research and Learning, The Hospital for Sick Children, Toronto, Canada; email: robert.bandsma@sickkids.ca",Rebalancing of mitochondrial homeostasis through an NAD+-SIRT1 pathway preserves intestinal barrier function in severe malnutrition,2023,N,
1028,"Export Date: 03 March 2026; Cited By: 86; Correspondence Address: J.L. Cummings; Department of Brain Health, Chambers-Grundy Center for Transformative Neuroscience, School of Integrated Health Sciences, University of Nevada Las Vegas (UNLV), Las Vegas, United States; email: jcummings@cnsinnovations.com; CODEN: DRUGA",Alzheimer’s Disease: Novel Targets and Investigational Drugs for Disease Modification,2023,N,no placebo
1031,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: E. Reali; Department of Translational Medicine, University of Ferrara, Ferrara, via Luigi Borsari 46, 44121, Italy; email: eva.reali@unife.it",Boosting NAD: An opportunity for metabolic reprogramming of Th17 cells in psoriatic disease,2023,N,
1033,"Export Date: 03 March 2026; Cited By: 26; Correspondence Address: G. Plascencia-Villa; Department of Neuroscience, Developmental and Regenerative Biology, The University of Texas at San Antonio (UTSA), San Antonio, 78249, United States; email: german.plascenciavilla@utsa.edu",Exploring Molecular Targets for Mitochondrial Therapies in Neurodegenerative Diseases,2023,N,niacin not NMN/NR
1035,"Export Date: 03 March 2026; Cited By: 20; Correspondence Address: S.H. Song; Department of Internal Medicine, Pusan National University Hospital, Busan, South Korea; email: shsong0209@gmail.com; CODEN: KJIME",Sarcopenia in chronic kidney disease: from bench to bedside,2023,N,NAM not NMN
1036,"Export Date: 03 March 2026; Cited By: 29; Correspondence Address: M. Kosmalski; Department of Clinical Pharmacology, Medical University of Lodz, Lodz, 90-153, Poland; email: marcin.kosmalski@umed.lodz.pl",What’s New in the Treatment of Non-Alcoholic Fatty Liver Disease (NAFLD),2023,N,
1037,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: P. Puthanveetil; Department of Pharmacology, College of Graduate Studies, Midwestern University, Chicago, Downers Grove, 60515, United States; email: pputha@midwestern.edu",Metabolic Activation of PARP as a SARS-CoV-2 Therapeutic Target—Is It a Bait for the Virus or the Best Deal We Could Ever Make with the Virus? Is AMBICA the Potential Cure?,2023,N,wrong population
1039,"Export Date: 03 March 2026; Cited By: 8; Correspondence Address: L. Su; School of Humanities, Inner Mongolia University of Technology, Hohhot, China; email: 1060900393@qq.com; Y. Zhang; Windermere, United States; email: yzhang68@crimson.ua.edu",Exercise training upregulates intracellular nicotinamide phosphoribosyltransferase expression in humans: a systematic review with meta-analysis,2023,N,
1040,"Export Date: 03 March 2026; Cited By: 13; Correspondence Address: K.P. Mollen; Department of Surgery, University of Pittsburgh School of Medicine, Pittsburgh, United States; email: Kevin.Mollen@chp.edu",Epithelial NAD+ depletion drives mitochondrial dysfunction and contributes to intestinal inflammation,2023,N,might be NR - recheck abstract
1044,"Export Date: 03 March 2026; Cited By: 27; Correspondence Address: M. Morevati; Department of Nephrology, Rigshospitalet, University of Copenhagen, Copenhagen, 2100, Denmark; email: marya.morevati@regionh.dk",Roles of NAD+ in Acute and Chronic Kidney Diseases,2023,N,
1047,"Export Date: 03 March 2026; Cited By: 20; Correspondence Address: A.A. Kelvin; Vaccine and Infectious Disease Organization VIDO, University of Saskatchewan, Saskatoon, Canada; email: alyson.kelvin@usask.ca",After the virus has cleared Can preclinical models be employed for Long COVID research?,2022,N,no placebo
1048,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: S.A. Castillo-Torres; Edmond J. Safra Fellow in Movement Disorders at Servicio de Movimientos Anormales, Departamento de Neurología, Fleni, Buenos Aires, Argentina; email: sact.md@gmail.com",Nicotinamide Adenine Dinucleotide Supplementation in Parkinson's Disease: A Potential Disease-Modifying Agent Targeting Multiple Pathways,2022,N,niacin not NMN/NR
1051,Export Date: 03 March 2026; Cited By: 2,Effective body recomposition vs. misconceptions of the traditional weight loss strategies: TRCAP21 - a novel technological breakthrough in body recomposition,2022,N,
1052,"Export Date: 03 March 2026; Cited By: 159; Correspondence Address: J. Lu; School of Science, Faculty of Health and Environmental Sciences, Auckland University of Technology, Auckland, 1010, New Zealand; email: jun.lu@aut.ac.nz",Nicotinamide mononucleotide (NMN) as an anti-aging health product – Promises and safety concerns,2022,N,
1054,"Export Date: 03 March 2026; Cited By: 19; Correspondence Address: J.T. Treebak; Novo Nordisk Foundation Center for Basic Metabolic Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, 2200, Denmark; email: jttreebak@sund.ku.dk",Intravenous nicotinamide riboside elevates mouse skeletal muscle NAD+ without impacting respiratory capacity or insulin sensitivity,2022,N,no placebo
1055,"Export Date: 03 March 2026; Cited By: 48; Correspondence Address: P. Luo; Department of Nephrology, Second Hospital of Jilin University, Changchun, 130041, China; email: luopingjen@163.com","SS-31, a Mitochondria-Targeting Peptide, Ameliorates Kidney Disease",2022,N,
1056,"Export Date: 03 March 2026; Cited By: 85; Correspondence Address: S.R.W. Stott; Cure Parkinson's, London, United Kingdom; email: Simon@cureparkinsons.org.uk",Parkinson's Disease Drug Therapies in the Clinical Trial Pipeline: 2022 Update,2022,N,case report
1058,"Export Date: 03 March 2026; Cited By: 28; Correspondence Address: C. Brenner; Beckman Research Institute, City of Hope National Medical Center, Duarte, United States; email: cbrenner@coh.org",Viral infection as an NAD+ battlefield,2022,N,
1059,"Export Date: 03 March 2026; Cited By: 26; Correspondence Address: T.M. Hagen; Linus Pauling Institute, Oregon State University, Corvallis, 97331, United States; email: tory.hagen@oregonstate.edu; CODEN: FRBME",Strategies to protect against age-related mitochondrial decay: Do natural products and their derivatives help?,2022,N,duplicate
1060,"Export Date: 03 March 2026; Cited By: 22; Correspondence Address: A. Ortiz; Laboratory of Experimental Nephrology, Research Institute-Fundacion Jimenez Diaz, Universidad Autonoma de Madrid, Madrid, 28040, Spain; email: aortiz@fjd.es",Nicotinamide and acute kidney injury,2021,N,protocol only
1062,"Export Date: 03 March 2026; Cited By: 29; Correspondence Address: M.E. Orr; Department of Internal Medicine, Section on Gerontology and Geriatric Medicine, Wake Forest School of Medicine, Winston‐Salem, United States; email: morr@wakehealth.edu; CODEN: MAGDA",A geroscience motivated approach to treat Alzheimer's disease: Senolytics move to clinical trials,2021,N,
1066,"Export Date: 03 March 2026; Cited By: 29; Correspondence Address: A. Mardinoglu; Science for Life Laboratory, KTH - Royal Institute of Technology, Stockholm, Sweden; email: adilm@scilifelab.se; J. Borén; Department of Molecular and Clinical Medicine, University of Gothenburg and Sahlgrenska University Hospital, Gothenburg, Sweden; email: jan.boren@wlab.gu.se",Combined metabolic activators therapy ameliorates liver fat in nonalcoholic fatty liver disease patients,2021,N,
1067,"Export Date: 03 March 2026; Cited By: 95; Correspondence Address: S.J. Hofer; Institute of Molecular Biosciences, NAWI Graz, University of Graz, Graz, Austria; email: sebastian.hofer@uni-graz.at",Caloric Restriction Mimetics in Nutrition and Clinical Trials,2021,N,
