record_num,id,reason,precursor,title,authors,year,journal,doi
669,CN-00649679,Wrong intervention,none,"The Procalcitonin And Survival Study (PASS) - a randomised multi-center investigator-initiated trial to investigate whether daily measurements biomarker Procalcitonin and pro-active diagnostic and therapeutic responses to abnormal Procalcitonin levels, can improve survival in intensive care unit patients. Calculated sample size (target population): 1000 patients","Jensen, JU; Lundgren, B; Hein, L...",2008,BMC infectious diseases,10.1186/1471-2334-8-91
670,CN-02710686,No NMN/NR,none,Guselkumab demonstrates long-term efficacy and maintenance of treatment response postwithdrawal in systemic treatment-naïve patients and nonresponders to fumaric acid esters: results from parts II and III of a randomized active-comparator-controlled phase IIIb trial (POLARIS),"Thaçi, D; Pinter, A; Sebastian, M...",2024,British journal of dermatology,10.1093/bjd/ljad523
671,CN-02142407,Wrong intervention,none,Efficacy and response rates of the RENCA Macrobead therapy (RMB): a novel approach to the treatment of metastatic colorectal cancer. phase II clinical trials,"Nazarian, A; Sureshbabu, S; Fahey, T...",2020,Annals of oncology,10.1016/j.annonc.2020.04.042
672,CN-02203460,Not NMN/NR intervention,none,Secukinumab 150 mg significantly improved signs and symptoms of non-radiographic axial spondyloarthritis: 52-week results from the phase III prevent study,"Braun, J; Blanco, R; Dokoupilova, E...",2020,Annals of the rheumatic diseases,10.1136/annrheumdis-2020-eular.598
673,CN-02818143,Unrelated intervention,none,POS0925 EFFICACY OF SECUKINUMAB IN TNFI-NAÏVE PATIENTS ACROSS THE AXIAL SPONDYLOARTHRITIS SPECTRUM OVER 52 WEEKS: a POST HOC ANALYSIS OF THE MEASURE AND PREVENT CLINICAL TRIALS,"Magrey, M; Walsh, JA; Huang, F...",2021,Annals of the rheumatic diseases,10.1136/annrheumdis-2021-eular.2005
674,CN-00889407,Not NMN/NR intervention,none,Hypervolemia induces and potentiates lung damage after recruitment maneuver in a model of sepsis-induced acute lung injury,"Silva, PL; Cruz, FF; Fujisaki, LC...",2010,"Critical care (London, England)",10.1186/cc9063
675,CN-02460372,No NMN or NR,none,"BIMEKIZUMAB in PATIENTS with ACTIVE NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS: 24-WEEK EFFICACY &amp; SAFETY from BE MOBILE 1, A PHASE 3, MULTICENTRE, RANDOMISED, PLACEBO-CONTROLLED STUDY","Deodhar, A; Van Der Heijde, D; Gensler, LS...",2022,Annals of the rheumatic diseases,10.1136/annrheumdis-2022-eular.2416
676,CN-02584465,Unrelated intervention,none,Evaluation of the efficacy and safety of Nocardia rubra cell wall skeleton immunotherapy for cervical high-risk HPV persistent infection,"Chen, F; Di, W; Hu, YJ...",2023,Zhonghua fu chan ke za zhi,10.3760/cma.j.cn112141-20230331-00154
677,CN-02458976,Wrong intervention,none,"Efficacy and safety of systemic, high-dose glucocorticoid therapy for idiopathic sudden sensorineural hearing loss : study protocol for a three-armed, randomized, triple-blind, multicenter trial (HODOKORT)","Plontke, SK; Girndt, M; Meisner, C...",2022,HNO,10.1007/s00106-022-01184-8
678,CN-02559576,No NMN/NR,none,Pilot Study Based on Technology Solutions for Hypertension Care,"NCT05818800,",2023,https://clinicaltrials.gov/ct2/show/NCT05818800,
679,CN-02712467,Wrong intervention,none,"A randomized parallel-group, placebo-controlled, double-blind, multi-center dose finding phase II trial exploring the pharmacodynamic effects, safety and tolerability, and pharmacokinetics of four dose regimens of the oral sGC stimulator BAY 1021189 over 12 weeks in patients with worsening heart failure and preserved ejection fraction","NL-OMON40178,",2013,https://trialsearch.who.int/Trial2.aspx?TrialID=NL-OMON40178,
680,CN-02758231,Not NMN/NR intervention,none,Virtual Reality Based Psychological Intervention on Anxiety Symptoms of College Students,"ChiCTR2400089445,",2024,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2400089445,
681,CN-02811863,Different supplement,none,"Dietary nitrate supplementation enhances exercise capacity in WHO Group 3 pulmonary hypertension: a double-blind, placebo-controlled, randomised crossover study (EDEN-OX2)","Alsulayyim, AS; Alasmari, AM; Price, LC...",2025,Thorax,10.1136/thorax-2024-222019
683,CN-02488903,Unrelated intervention,none,Relation between changes in weight parameters and height parameters in prepubertal children: daily weight gain and BMIi changes in relation to linear growth during nutritional rehabilitation of underweight children,"Soliman, AT; Itani, M; Jour, C...",2019,Acta bio-medica,10.23750/ABM.V90I8-S.8516
684,CN-02442759,Not NAD+ precursor,none,The Effect of Vitamin B3 Supplementation in Glaucoma,"ACTRN12617000809336,",2017,http://www.who.int/trialsearch/Trial2.aspx?TrialID=ACTRN12617000809336,
685,CN-01998865,No relevant precursor,none,Darolutamide delays prostate-specific antigen progression and time to next anticancer therapies in patients with nonmetastatic castration-resistant prostate cancer,"Shore, ND; Smith, MR; Tammela, TLJ...",2019,Journal of urology,10.1097/01.JU.0000557501.15711.19
686,CN-02264802,No NMN/NR,none,Sustained clinical response and safety of etanercept in patients with early axial spondyloarthritis: 10-year results of the ESTHER trial,"Proft, F; Weiss, A; Torgutalp, M...",2021,Therapeutic advances in musculoskeletal disease,10.1177/1759720X20987700
687,CN-01116111,Not NAD+ precursor,none,"METFORMIN: an efficacy, safety and pharmacokinetic study on the short-term and long-term use in obese children and adolescents - study protocol of a randomized controlled study","van der Aa, MP; Elst, MA; van Mil, EG...",2014,Trials,10.1186/1745-6215-15-207
688,CN-01468042,Not NAD+ precursor,none,Change in sacroiliac joint structural radiographic damage after two years of etanercept therapy in comparison to a contemporary control cohort in non-radiographic axial spondyloarthritis,"Dougados, M; Maksymowych, WP; Landewe, R...",2017,Annals of the rheumatic diseases,10.1136/annrheumdis-2017-eular.1860
689,CN-02561806,Unrelated intervention,none,Two-year imaging outcomes from a phase 3 randomized trial of secukinumab in patients with non-radiographic axial spondyloarthritis,"Braun, J; Blanco, R; Marzo-Ortega, H...",2023,Arthritis research &amp; therapy,10.1186/s13075-023-03051-5
690,CN-02665798,Different supplement,none,Effects of low-sodium bread on dietary compliance and fecal cultivable bacteria in a randomized controlled pilot trial in hypertensive subjects,"Cosola, C; Pesce, F; De Angelis, M...",2024,BMC nutrition,10.1186/s40795-024-00838-w
691,CN-02324918,Unrelated intervention,none,Updated pharmacodynamic and survival outcomes from the AG221-AML-005 trial of enasidenib (ENA) plus azacitidine (AZA) in patients with mutant IDH2 newly diagnosed acute myeloid leukemia (ND-AML),"Dinardo, C; Schuh, A; Stein, E...",2021,Hemasphere,10.1097/HS9.0000000000000566
692,CN-02664803,Different supplement,none,Impact of Dexamethasone (Dex) Dose Strength on Outcomes in Newly Diagnosed Multiple Myeloma (NDMM): a Secondary Analysis of SWOG Studies S0777 and S1211,"Banerjee, R; Sexton, R; Cowan, AJ...",2023,Blood,10.1182/blood-2023-181744
693,CN-01847516,No NMN or NR,none,The effect of medical treatment (metoprolol) on heart failure caused by aortic regurgitation,"EUCTR2007-000518-34-DK,",2011,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2007-000518-34-DK,
694,CN-02081283,No NMN/NR,none,Acute Effects Of A High-Protein Diet On Cardiovascular And Cardiometabolic Risk Markers After A Long-Term Intervention – A Preview Substudy,"Tischmann, L; Drummen, M; Raben, A...",2019,Atherosclerosis,10.1016/j.atherosclerosis.2019.06.444
696,CN-02228983,Not NMN/NR intervention,none,Can we use calorie intake and food choice measurements to determine individual variation in weight loss success to liraglutide 3.0 mg A direct method of eating behaviour assessment,"Al Najim, W; Al Najim, RT; Kapoor, N...",2020,Obesity reviews,10.1111/obr.13119
697,CN-02400114,Not NMN/NR intervention,none,Pharmacodynamics of Injection of Cisatracurium Base on Lean Body Mass Pattern to Maintain Deep Neuromuscular Blockade in Obese Patients,"NCT05391958,",2022,https://clinicaltrials.gov/ct2/show/NCT05391958,
698,CN-02629152,Not NAD+ precursor,none,"The effect of N-acetylcysteine supplementation on ovulation induction in PCOS patients: a pragmatic, randomized, parallel-controlled, non-inferior study","ChiCTR2300077709,",2023,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2300077709,
699,CN-02874052,No relevant precursor,none,"POS0921 SUSTAINED IMPROVEMENTS WITH BIMEKIZUMAB IN PAIN, MORNING STIFFNESS, FATIGUE, PHYSICAL FUNCTION AND HEALTH-RELATED QUALITY OF LIFE IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS: 3-YEAR RESULTS FROM TWO PHASE 3 STUDIES","Navarro-Compan, V; Kiltz, U; Mease, PJ...",2025,Annals of the rheumatic diseases,10.1016/j.ard.2025.06.276
700,CN-00504650,No NMN or NR,none,Acute creatine monohydrate supplementation: a descriptive physiological profile of responders vs. nonresponders,"Syrotuik, DG; Bell, GJ",2004,Journal of strength and conditioning research,10.1519/12392.1
701,CN-01753799,Not NMN/NR intervention,none,Expression of antibodies to divalent metal transporter 1 (DMT1) correlates with response to therapy of Hepatitis C Virus (HCV),"El Younis, CM; Zhang, Y",2012,"Hepatology (Baltimore, Md.)",10.1002/hep.26040
702,CN-02546011,Not NMN/NR intervention,none,Effect of a four-week isocaloric ketogenic diet on physical performance at very high-altitude: a pilot study,"Chiarello, N; Leger, B; De Riedmatten, M...",2023,"BMC sports science, medicine and rehabilitation",10.1186/s13102-023-00649-9
703,CN-02878039,No relevant precursor,none,Effects of dapagliflozin on blood volume status and vascular outcomes in clinically stabilized heart failure patients after an acute decompensated heart failure event (DAPA-VOLVO study): protocol of a double-blind randomized controlled clinical trial,"Bitos, K; Laptseva, N; Haider, T...",2025,PloS one,10.1371/journal.pone.0325668
704,CN-01920498,No relevant precursor,none,Efficacy and safety of long-course tacrolimus treatment for idiopathic membranous nephropathy,"Di, J; Qian, Q; Yang, M...",2018,Experimental and therapeutic medicine,10.3892/etm.2018.6211
705,CN-02145678,Not NMN/NR intervention,none,Megestrol Acetate Plus Rosuvastatin in Young Women With Atypical Endometrial Hyperplasia,"NCT04491682,",2020,https://clinicaltrials.gov/ct2/show/NCT04491682,
706,CN-01116212,Wrong intervention,none,A complex multimodal activity intervention to reduce the risk of dementia in mild cognitive impairment--ThinkingFit: pilot and feasibility study for a randomized controlled trial,"Dannhauser, TM; Cleverley, M; Whitfield, TJ...",2014,BMC psychiatry,10.1186/1471-244X-14-129
707,CN-02759598,No relevant precursor,none,Ixekizumab improves sleep and work productivity in patients with non-radiographic axial spondyloarthritis: results from the COAST-X trial at 52 weeks,"Deodhar, A; Mease, P; Marzo-Ortega, H...",2021,BMC rheumatology,10.1186/s41927-021-00218-y
708,CN-02875815,Wrong intervention,none,BIMEKIZUMAB IMPACT ON GROUP FOR RESEARCH AND ASSESSMENT OF PSORIASIS AND PSORIATIC ARTHRITIS CORE DOMAINS FOR PATIENTS WITH PSORIATIC ARTHRITIS: RESULTS UP TO 2 YEARS OF TREATMENT DURATION,"Soriano, ER; Merola, JF; Mease, PJ...",2025,Journal of clinical rheumatology,
709,CN-02603641,No NMN/NR,none,Effects of Yoga Therapy in Rehabilitation Compared to Physiotherapy in Moderate Axial Spondyloarthritis (axSPA),"NCT06083090,",2023,https://clinicaltrials.gov/study/NCT06083090,
710,CN-02657531,No NMN or NR,none,EFFICACY AND SAFETY OF SECUKINUMAB IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS: SINGLE CENTER EXPERIENCE,"Tas, F; Gulle, S; Onen, F...",2023,Annals of the rheumatic diseases,10.1136/annrheumdis-2023-eular.5978
711,CN-02067726,No relevant precursor,none,A study to evaluate the efficacy and safety of bimekizumab in subjects with active nonradiographic axial spondyloarthritis,"EUCTR2017-003064-13-NL,",2019,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2017-003064-13-NL,
712,CN-02730738,No NMN/NR,none,A Phase 3 program evaluating the effect of filgotinib in subjects with active axial spondyloarthritis,"CTIS2022-501354-10-01,",2023,https://trialsearch.who.int/Trial2.aspx?TrialID=CTIS2022-501354-10-01,
713,CN-02750436,Different supplement,none,Correlation of body mass index (BMI) with survival outcomes in patients (pts) with metastatic hormone-sensitive prostate cancer (mHSPC): analysis of patient (pt)- level data from SWOG 1216 study,"Swami, U; Jo, Y; Narang, A...",2024,Journal of clinical oncology,
714,CN-01887165,Not NAD+ precursor,none,Retrospective evaluation of prolongation of preeclamptic pregnancies by lipidapheresis with H.E.L.P.-apheresis compared to a control group,"DRKS00010235,",2017,https://trialsearch.who.int/Trial2.aspx?TrialID=DRKS00010235,
717,CN-01523441,Wrong intervention,none,Sitaxsentan in Proteinuric Chronic Kidney Disease,"NCT00817037,",2009,https://clinicaltrials.gov/ct2/show/NCT00817037,
718,CN-02818137,No NMN or NR,none,POS0076 S100A8/A9 AND S100A12 AS POTENTIAL PREDICTIVE BIOMARKERS OF ABATACEPT RESPONSE IN POLYARTICULAR JUVENILE IDIOPATHIC ARTHRITIS,"Ruperto, N; Schulert, G; Sproles, A...",2021,Annals of the rheumatic diseases,10.1136/annrheumdis-2021-eular.1081
719,CN-02749917,Wrong intervention,none,Evaluation of a digital therapy programme for the treatment of primary arterial hypertension: eXPLORE - study protocol for a fully decentralised randomised controlled feasibility study,"Schlichtiger, J; Strüven, A; Massberg, S...",2024,BMJ open,10.1136/bmjopen-2023-081347
720,CN-00651336,Different supplement,none,eToims twitch relief method in chronic refractory myofascial pain (CRMP),"Chu, J; Schwartz, I",2008,Electromyography and clinical neurophysiology,
721,CN-01085245,No NMN or NR,none,Intracoronary administration of anisodamine and nicorandil in individuals undergoing primary percutaneous coronary intervention for acute inferior myocardial infarction: a randomized factorial trial,"Chen, C; Fu, X; Li, W...",2015,Experimental and therapeutic medicine,10.3892/etm.2015.2623
722,CN-02719748,Not NMN/NR intervention,none,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo- and Active-Controlled, Treat-Through Study to Evaluate the Efficacy and Safety of Mirikizumab in Patients with Moderately to Severely Active Crohn's Disease","NL-OMON52841,",2019,https://trialsearch.who.int/Trial2.aspx?TrialID=NL-OMON52841,
723,CN-01742688,Different supplement,none,A novel approach to inhibit CD4 exhaustion: results of a placebo-controlled phase II study of a GP41 peptide vaccine in HIV-1 patients under ART,"Vieillard, V; Combadiere, B; Tubiana, R...",2018,AIDS research and human retroviruses,10.1089/aid.2018.5000.abstracts
724,CN-01647516,Unrelated intervention,none,Nsaids reduces radiographic progression in sacloiliac joints in early axial spondyloarthritis,"Rumiantceva, D; Dubinina, T; Rumyantseva, O...",2018,Annals of the rheumatic diseases,10.1136/annrheumdis-2018-eular.1401
725,CN-02694376,Unrelated intervention,none,"A clinical study to compare the effect of two drugs, Tofacitinib and Adalimumab in axial spondyloarthritis patients","CTRI/2024/04/065955,",2024,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2024/04/065955,
726,CN-02248464,No relevant precursor,none,"Effects of Water Restriction and Water Replenishment on the Content of Body Water with Bioelectrical Impedance among Young Adults in Baoding, China: a Randomized Controlled Trial (RCT)","Zhang, J; Zhang, N; Du, S...",2021,Nutrients,10.3390/nu13020553
727,CN-02901205,No NMN or NR,none,Exploring the effects of a green exercise program on body composition and connection with nature in postmenopausal women,"Moreira, H; Alves, E; Moreira, C...",2025,Maturitas,10.1016/j.maturitas.2025.108543
728,CN-02928019,No relevant precursor,none,COMPARING THE SAFETY AND EFFICACY OF HIGH DOSE DEXAMETHASONE VERSUS PREDNISOLONE IN NEWLY DIAGNOSED IMMUNE THROMBOCYTOPENIA-A RANDOMIZED CONTROLLED TRIAL FROM RURAL NORTH INDIA,"Chattopadhyay, D; Vaniyath, S; Chetia, R...",2025,HemaSphere,10.1002/hem3.70153
729,CN-01784301,No NMN or NR,none,Effect of agronomically biofortified zinc flour on zinc and selenium status in resource poor settings; a randomised control trial,"Khan, MJ; Ullah, U; Usama, U...",2017,Proceedings of the Nutrition Society,10.1017/S0029665117003457
730,CN-00205831,Different supplement,none,Concurrent high dose radiotherapy and cisplatinum-based chemotherapy ± immunotherapy versus radiotherapy alone in esophageal carcinoma. Molecular biology in assesment of response to chemoradiotherapy,"Ibrahim, SM",1999,European journal of cancer,
731,CN-01408053,No NMN or NR,none,LU-DOTA-octreotate therapy in advanced gastrointestinal neuroendocrine tumors: outcomes after 5 years follow up,"Grassi, I; Sansovini, M; Severi, S...",2017,Clinical and translational imaging,10.1007/s40336-017-0227-x
732,CN-01762678,Not NMN/NR intervention,none,The fluid challenge technique: standardization of fluid administration and assessment of fluid responsiveness in critically ill patients,"Aya, HD",2016,Journal of the intensive care society,10.1177/1751143717708966
733,CN-02522460,Not NAD+ precursor,none,Bimekizumab improves signs and symptoms of active non-radiographic axial spondyloarthritis: 24-week results from the phase 3 BE MOBILE 1 Study,"Deodhar, A; Van Der Heijde, D; Gensler, L...",2023,International journal of rheumatic diseases,10.1111/1756-185X.14504
734,CN-01032609,Unrelated intervention,none,SC abatacept is effective and well tolerated with low immunogenicity following temporary withdrawal and reintroduction in the allow lte (evaluation of aba administered subcutaneously in adults with active rheumatoid arthritis: impact of withdrawal and reintroduction),"Kaine, JL; Gladstein, GS; Strusberg, I...",2011,Arthritis and rheumatism,
735,CN-01041204,Not NAD+ precursor,none,Single course of high dose dexamethasone is more effective than conventional prednisolone therapy in the treatment of primary newly diagnosed immune thrombocytopenia,"Mashhadi, MA; Kaykhaei, MA; Sepehri, Z...",2012,"DARU, journal of pharmaceutical sciences",10.1186/2008-2231-20-7
736,CN-02359400,No NMN or NR,none,"Dietary nitrate supplementation to enhance exercise capacity in hypoxic COPD: EDEN-OX, a double-blind, placebo-controlled, randomised cross-over study","Pavitt, MJ; Lewis, A; Buttery, SC...",2022,Thorax,10.1136/thoraxjnl-2021-217147
737,CN-02635830,Not NAD+ precursor,none,"DIETARY NITRATE SUPPLEMENTATION TO ENHANCE EXERCISE CAPACITY IN PULMONARY HYPERTENSION: EDEN-OX2 A DOUBLE-BLIND, PLACEBO-CONTROLLED, RANDOMISED CROSSOVER STUDY","Alsulayyim, AS; Alasmari, AM; Price, L...",2023,Thorax,10.1136/thorax-2023-BTSabstracts.58
738,CN-02909994,Not NMN/NR intervention,none,EFFICACY OF TWO ABDOMINAL BLOCKS FOR TRANSVESICAL PROSTATE ADENOMECTOMY,"Cinokajeva, Z",2025,Regional anesthesia and pain medicine,10.1136/rapm-2025-ESRA.103
739,CN-02835366,Unrelated intervention,none,Study protocol for a randomized single-center cross-over study: dapagliflozin treatment in recurring kidney stone patients,"Omic, H; Eder, M; Herkner, H...",2025,PloS one,10.1371/journal.pone.0322034
740,CN-01791135,No NMN/NR,none,"Safety and efficacy of nivolumab in combination with S-1/capecitabine plus oxaliplatin in patients with previously untreated, unresectable, advanced, or recurrent gastric/gastroesophageal junction cancer: interim results of a randomized, phase II trial (ATTRACTION-4)","Boku, N; Ryu, MH; Kato, K...",2019,Annals of oncology : official journal of the european society for medical oncology,10.1093/annonc/mdy540
741,CN-02215061,No NMN or NR,none,Effect of oral supplementation with curcumin in diabetic subjects with proteinuric kidney disease: a randomized controlled trial,"Martinez, APH; Cheng, Y; Gindl-Bracho, A...",2020,Journal of the American Society of Nephrology: JASN,
742,CN-02330443,Non-randomized study,NMN,Clinical trials with anti-aging supplements,"UMIN000045205,",2021,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-UMIN000045205,
743,CN-02495570,Not NAD+ precursor,none,"A randomized, controlled, multicentre study to evaluate the safety and efficacy of Mida Rheuma App use added to conventional patient management in adult subjects with Rheumatoid Arthritis, Psoriatic Arthritis, Ankylosing Spondylitis or Non-radiographic Axial Spondyloarthritis","DRKS00025966,",2022,https://trialsearch.who.int/Trial2.aspx?TrialID=DRKS00025966,
744,CN-02264477,No NMN/NR,none,Adherence and Dietary Composition during Intermittent vs. Continuous Calorie Restriction: follow-Up Data from a Randomized Controlled Trial in Adults with Overweight or Obesity,"Pannen, ST; Maldonado, SG; Nonnenmacher, T...",2021,Nutrients,10.3390/nu13041195
745,CN-02371264,Wrong intervention,none,Residual Monoclonal Free Light Chain Positivity By Mass Spectrometry Identifies Patients at Increased Risk of Early Relapse Following First-Line Anti-Myeloma Treatment,"Giles, HV; Drayson, MT; Wright, N...",2021,Blood,10.1182/blood-2021-150479
746,CN-02748649,Unrelated intervention,none,LONG-TERM SAFETY AND TOLERABILITY OF BIMEKIZUMAB IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS AND PSORIATIC ARTHRITIS: RESULTS FROM POOLED PHASE 2B/3 STUDIES,"Mease, PJ; Poddubnyy, D; Orbai, AM...",2024,Annals of the rheumatic diseases,10.1136/annrheumdis-2024-eular.2604
747,CN-01752943,Wrong intervention,none,"FDA approval summary: lenvatinib for progressive, radio-iodine-refractory differentiated thyroid cancer","Nair, A; Lemery, SJ; Yang, J...",2015,Clinical cancer research,10.1158/1078-0432.CCR-15-1377
748,CN-02589184,Different supplement,none,Effect of nalbuphine combined with ropivacaine transversal plane block on postoperative and recovery quality in patients with laparoscopic total hysterectomy,"ChiCTR2300073472,",2023,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2300073472,
749,CN-02275048,No NMN/NR,none,Daratumumab plus lenalidomide and dexamethasone (D-RD) versus lenalidomide and dexamethasone (rd) in transplantineligible newly diagnosed multiple myeloma (NDMM): frailty subgroup analysis of Maia,"Zweegman, S; Usmani, S; Hulin, C...",2021,Hemasphere,10.1097/HS9.0000000000000548
750,CN-01755098,No NMN/NR,none,"Evaluation of the influence of ten minutes bed rest following embryo transfer in ovum donation. Preliminary results of a prospective, randomized controlled trial","Gaikwad, SA; Garrido, N; Alamá, P...",2011,"Human reproduction (Oxford, England)",10.1093/humrep/26.s1.94
751,CN-02408411,Unrelated intervention,none,"The clinical efficacy and safety of topical Nocardia cell wall skeleton in the treatment of diabetic foot ulcer wounds- a prospective, randomized, controlled, multicentre study","ChiCTR2100049021,",2021,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2100049021,
752,CN-02892987,Different supplement,none,"The Supportive Effect of Acarbose to Orlistat in Weight Management-A Randomized, Double-Blind, Multiarm Phase 2 Trial","Holmbäck, U; Grudén, S; Kuusk, S...",2025,"Obesity (Silver Spring, Md.)",10.1002/oby.24369
753,CN-02719080,Not NAD+ precursor,none,"Explorative, randomized, double-blind, placebo-controlled, 3-way cross-over study to assess the effects of oral cannabidiol 160 and 1500 mg in healthy male subjects on evoked pain tests and CNS using PainCart and NeuroCart test batteries","NL-OMON49760,",2020,https://trialsearch.who.int/Trial2.aspx?TrialID=NL-OMON49760,
754,CN-01173244,No relevant precursor,none,"Serum bioactive hepcidin-25 , soluble transferrin receptor and their ratio in predialysis patients and the response to intravenous ferric carboxymaltose","Drakou, A; Theodorakopoulou, S; Agrogiannis, I...",2015,Nephrology dialysis transplantation,10.1093/ndt/gfv138.4
755,CN-02551070,Review article,NMN,"A Multicentre, Randomised, Double Blind, Parallel Design, Placebo Controlled Study to Evaluate the Efficacy and Safety of Uthever (NMN Supplement), an Orally Administered Supplementation in Middle Aged and Older Adults","Huang, H",2022,Frontiers in aging,10.3389/fragi.2022.851698
756,CN-01162920,Different supplement,none,Responder vs non-responder baseline characteristics and early response in patients with non-radiographic axial spondyloarthritis,"Sieper, J; Jones, H; Bukowski, J...",2015,Annals of the rheumatic diseases,10.1136/annrheumdis-2015-eular.1846
757,CN-00102698,No NMN/NR,none,Randomized comparative trial of interferon-alpha versus placebo in hepatitis B vaccine non-responders and hyporesponders,"Goldwater, PN",1994,Vaccine,10.1016/0264-410x(94)90116-3
759,CN-01987932,No relevant precursor,none,"Glycaemic durability of an early combination therapy with vildagliptin and metformin versus sequential metformin monotherapy in newly diagnosed type 2 diabetes (VERIFY): a 5-year, multicentre, randomised, double-blind trial","Matthews, DR; Paldánius, PM; Proot, P...",2019,"Lancet (london, england)",10.1016/S0140-6736(19)32131-2
760,CN-00179016,No NMN/NR,none,Progression of established retinopathy is unrelated to glycosylated hemoglobin in non-insulin-dependent diabetes,"Hockaday, TDR; Pandher, KS; Bron, A",1986,Transplantation proceedings,
761,CN-02399148,Unrelated intervention,none,Correlation of quality of life between treatment outcomes in the majic study which compared ruxolitinib to best available therapy in polycythemia vera,"Ailts, I; Mead-Harvey, C; Mead, AJ...",2021,Blood,10.1182/blood-2021-147637
762,CN-02661769,Not NAD+ precursor,none,"Associations between patient-reported nutritional status, survival, and toxicity among patients with limited stage small-cell lung cancer (LS SCLC) in a randomized trial of highdose, twice-daily (BID) thoracic radiotherapy (TRT)","Taranova, E; Henning Gronberg, BH; Halvorsen, TO...",2023,Journal of clinical oncology,10.1200/jco.2023.41.16_suppl.8519
763,CN-01606119,Not NMN/NR intervention,none,ABM/P-15 (i-FactorTM) versus allograft in non-instrumented lumbar fusion surgery - 1-year postoperative intertransverse segmental fusion rate. A double-blind rct,"Jacobsen, MK; Andresen, AK; Jespersen, AB...",2018,Global spine journal,10.1177/2192568218771030
764,CN-00547965,No NMN/NR,none,Peginterferon alpha-2a (40 kDa) plus ribavirin in chronic hepatitis C patients who failed previous interferon-based therapy: results of a multicentre open-label expanded access program in Canada,"Sherman, M; Yoshida, E; Deschenes, M...",2005,Journal of hepatology,
765,CN-02781132,Not NAD+ precursor,none,USE OF NON-INVASIVE TESTS TO DIAGNOSE AND FOLLOW NASH WITH LIVER FIBROSIS PATIENTS TREATED WITH RESMETIROM,"Alkhouri, N; Taub, R; Moussa, S...",2024,"Hepatology (Baltimore, Md.)",10.1097/HEP.0000000000001076
766,CN-01861924,Wrong intervention,none,"A Multicenter, Randomized, Double-Blind, Study Comparing the Efficacy and Safety of Continuing Versus Withdrawing Adalimumab Therapy in Maintaining Remission in Subjects with Non Radiographic Axial Spondyloarthritis","EUCTR2012-000646-35-IE,",2013,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2012-000646-35-IE,
767,CN-02068321,No NMN/NR,none,Study in patients with active axial spondyloarthritis to assess efficacy of a treat-to-target treatment strategy with secukinumab compared to a standard-of-care treatment,"EUCTR2018-003882-32-FR,",2019,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2018-003882-32-FR,
768,CN-02873954,No relevant precursor,none,POS0787 BIMEKIZUMAB DEMONSTRATED SIMILAR EFFICACY AND SAFETY IN TWO CLINICAL ENDOTYPES OF AXIAL SPONDYLOARTHRITIS: 1-YEAR RESULTS FROM TWO PHASE 3 TRIALS,"Costantino, F; De Craemer, AS; van den Bosch, F...",2025,Annals of the rheumatic diseases,10.1016/j.ard.2025.06.146
769,CN-02715002,Not NAD+ precursor,none,After the Health Check in vulnerable groups: an individually tailored self regulation intervention led by Community Health Workers,"NL-OMON39897,",2013,https://trialsearch.who.int/Trial2.aspx?TrialID=NL-OMON39897,
770,CN-02668597,Different supplement,none,"Treatment Outcomes and Prognostic Factors with Lenalidomide, Bortezomib, and Dexamethasone (RVd) Alone Versus Rvd Plus Autologous Stem Cell Transplantation (ASCT) in African American (AA) Patients (Pts) with Newly Diagnosed Multiple Myeloma (NDMM) in the Determination Phase 3 Trial","Houde, CA; Khan, A; Jacobus, SJ...",2023,Blood,10.1182/blood-2023-181032
771,CN-01603349,Not NAD+ precursor,none,Variables associated with HbA1c and weight reductions when adding liraglutide to multiple daily insulin injections in persons with type 2 diabetes (MDI Liraglutide trial 3),"Dahlqvist, S; Ahlen, E; Filipsson, K...",2018,BMJ open diabetes research and care,10.1136/bmjdrc-2017-000464
772,CN-02500652,Different supplement,none,Efficacy and safety of two different low-dose rituximab regimens for Chinese children patients with primary immune thrombocytopenia,"Zhu, X",2022,Research and practice in thrombosis and haemostasis,10.1002/rth2.12788
773,CN-02537212,Different supplement,none,Acupuncture in chemotherapy-induced dysgeusia (AcuDysg): study protocol of a randomised controlled trial,"Huber, C; Zhang, L; Schlaeppi, M...",2023,BMJ open,10.1136/bmjopen-2022-066137
